FID;Kod_region;Region;Kod_distri;District;Kod_munici;Municipal;Kod_part_o;Part_ofmun;Kod_local;Local_part;Day;Month;Year;Time fire H;Alarm_leve;Type_of_bu;x;y;Surface;Ownership;Initiator;Popis;slope;elevation;aspect;dist_road;distanc_ri;relativ_hu;Code_lanco;pop_densit;temperatur;wind_speed;Risk_AHP;Risk_fu_AH
6274;CZ080;Moravskoslezský kraj;CZ0803;Karviná;544426;Bohumín;789089;Záblatí;0; ;2;2;2020;2.915555556;I.;les výmladkový(pařezina. lesní porost nízký. kosodřevina) (624);-767399;-1146709;0;soukromé a osobní vlastnictví;jiné;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;0.915964;418.622986;180.628998;198;8023.540039;83.224899;112;113.810997;0.0184383;2.781559944;4;3
6275;CZ080;Moravskoslezský kraj;CZ0803;Karviná;544426;Bohumín;789089;Záblatí;0; ;8;4;2018;17.86555556;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-767399;-1146709;1;nezjištěno nebo jiný druh. nelze specifikovat;neobjasněný iniciátor;nezjištěno;0.915964;418.622986;180.628998;198;8023.540039;83.224899;112;113.810997;8.36894989;2.68156004;4;3
6276;CZ080;Moravskoslezský kraj;CZ0803;Karviná;598933;Český Těšín;623164;Český Těšín;0; ;25;4;2019;15.88611111;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-447624;-1114377;0;státní vlastnictví;neobjasněný iniciátor;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;0.95065;284.600006;65.647697;0;657.593018;83.887497;324;719.721985;8.297300339;2.900000095;5;4
6277;CZ080;Moravskoslezský kraj;CZ0803;Karviná;598933;Český Těšín;623164;Český Těšín;0; ;3;10;2020;0.416388889;I.;les výmladkový(pařezina. lesní porost nízký. kosodřevina) (624);-447624;-1114377;0;akciové vlastnictví. spol.s.r.o..v.o.s. ap.;jiné;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;0.95065;284.600006;65.647697;0;657.593018;83.887497;324;719.721985;9.075369835;2.824630022;5;4
6278;CZ080;Moravskoslezský kraj;CZ0803;Karviná;598933;Český Těšín;753521;Stanislavice;0; ;2;4;2019;17.15;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-452342;-1111842;1;státní vlastnictví;neobjasněný iniciátor;nezjištěno;10.5126;328.515991;258.083008;463;3824.830078;83.308197;313;719.721985;7.864210129;3;5;4
6282;CZ080;Moravskoslezský kraj;CZ0803;Karviná;555088;Havířov;637777;Dolní Suchá;0;Havířov-Dolní Suchá;29;4;2020;11.13166667;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-459951;-1105665;2;akciové vlastnictví. spol.s.r.o..v.o.s. ap.;jiné;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;3.22825;269.641998;50.795799;0;2815.370117;81.751701;243;719.721985;8.199999809;2.97052002;5;4
6283;CZ080;Moravskoslezský kraj;CZ0803;Karviná;555088;Havířov;637777;Dolní Suchá;0;Havířov-Dolní Suchá;27;4;2020;17.59833333;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-459951;-1105665;1;akciové vlastnictví. spol.s.r.o..v.o.s. ap.;jiné;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;3.22825;269.641998;50.795799;0;2815.370117;81.751701;243;719.721985;8.199999809;2.97052002;5;4
6284;CZ080;Moravskoslezský kraj;CZ0803;Karviná;555088;Havířov;637777;Dolní Suchá;0;Havířov-Dolní Suchá;18;4;2020;15.3975;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-459951;-1105665;1;akciové vlastnictví. spol.s.r.o..v.o.s. ap.;jiné;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;3.22825;269.641998;50.795799;0;2815.370117;81.751701;243;719.721985;8.199999809;2.97052002;5;4
6285;CZ080;Moravskoslezský kraj;CZ0803;Karviná;555088;Havířov;637777;Dolní Suchá;0;Havířov-Dolní Suchá;9;5;2020;17.125;I.;jiný pozemek (627);-459951;-1105665;0;nezjištěno nebo jiný druh. nelze specifikovat;jiné;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;3.22825;269.641998;50.795799;0;2815.370117;81.751701;243;719.721985;13.39999962;2.700000048;5;4
6286;CZ080;Moravskoslezský kraj;CZ0803;Karviná;555088;Havířov;637777;Dolní Suchá;0;Havířov-Dolní Suchá;10;5;2020;18.21555556;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-459951;-1105665;2;akciové vlastnictví. spol.s.r.o..v.o.s. ap.;jiné;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;3.22825;269.641998;50.795799;0;2815.370117;81.751701;243;719.721985;13.39999962;2.700000048;5;4
6287;CZ080;Moravskoslezský kraj;CZ0803;Karviná;555088;Havířov;637742;Prostřední Suchá;0;Havířov-Prostřední Suchá;16;3;2020;18.04638889;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-458707;-1106653;3;státní vlastnictví;jiné;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;1.75345;272.619995;26.7432;34;2960.889893;82.013298;243;719.721985;3.825839996;3.123529911;4;3
6288;CZ080;Moravskoslezský kraj;CZ0803;Karviná;555088;Havířov;637742;Prostřední Suchá;0;Havířov-Prostřední Suchá;23;4;2020;20.77666667;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-458707;-1106653;1;státní vlastnictví;jiné;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;1.75345;272.619995;26.7432;34;2960.889893;82.013298;243;719.721985;8.199999809;2.950030088;4;3
6293;CZ080;Moravskoslezský kraj;CZ0803;Karviná;598178;Horní Bludovice;642401;Horní Bludovice;0; ;29;5;2018;15.63833333;I.;les vysokokmenný - listnáče (621);-460636;-1112624;0;soukromé a osobní vlastnictví;atmosférický výboj;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;5.14688;273.402008;83.145401;0;418.333008;83.501198;243;414.234985;13.10000038;2.700000048;4;3
6294;CZ080;Moravskoslezský kraj;CZ0803;Karviná;552739;Horní Suchá;644404;Horní Suchá;0; ;6;4;2020;18.39083333;I.;les vysokokmenný - smíšený (622);-456605;-1106875;2;státní vlastnictví;jiné;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;1.48036;272.608002;37.222401;0;4307.859863;82.089699;112;719.721985;8.125829697;2.97281003;5;4
